Atgrp_name	class6	UNIPROT.class	UNIPROT.Organism
AT2Gr10001571	protein_tair10	chloroplast	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001580	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001599	TE	NA	NA
AT2Gr10001620	TE	NA	NA
AT2Gr10001622	TE	NA	NA
AT2Gr10001626	partial_or_no_homology	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001633	partial_or_no_homology	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001634	protein_tair10	Leucine-rich repeat	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001647	protein_tair10	NA	NA
AT2Gr10001648	nucl_tair10	Other	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr10001660	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001662	TE	NA	NA
AT2Gr10001669	nucl_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10001681	partial_or_no_homology	NA	NA
AT2Gr10001682	TE	NA	NA
AT2Gr10001691	nucl_tair10	Other	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10001701	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001706	TE	NA	NA
AT2Gr10001708	TE	NA	NA
AT2Gr10001738	partial_or_no_homology	NA	NA
AT2Gr10001775	other_species	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10001786	partial_or_no_homology	NA	NA
AT2Gr10001789	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001805	nucl_tair10	Transcription factor	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10001828	nucl_tair10	Nucleic acid binding	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001832	TE	NA	NA
AT2Gr10001833	TE	NA	NA
AT2Gr10001835	TE	NA	NA
AT2Gr10001849	other_species	DUF4283 domain-containing protein	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT2Gr10001852	TE	NA	NA
AT2Gr10001857	partial_or_no_homology	NA	NA
AT2Gr10001858	protein_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001860	protein_tair10	Hydrolase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001883	protein_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10001909	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001914	TE	NA	NA
AT2Gr10001915	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10001916	TE	NA	NA
AT2Gr10001917	TE	NA	NA
AT2Gr10001960	TE	NA	NA
AT2Gr10002004	TE	NA	NA
AT2Gr10002025	TE	NA	NA
AT2Gr10002026	TE	NA	NA
AT2Gr10002028	nucl_tair10	NA	NA
AT2Gr10002050	TE	NA	NA
AT2Gr10002070	TE	NA	NA
AT2Gr10002080	other_species	Uncharacterized protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002089	TE	NA	NA
AT2Gr10002099	protein_tair10	Proteases / Peptidase	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr10002101	protein_thaliana	Other	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002106	other_species	Nucleus	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)
AT2Gr10002126	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002136	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002151	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002153	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002154	nucl_tair10	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002160	TE	NA	NA
AT2Gr10002187	TE	NA	NA
AT2Gr10002216	TE	NA	NA
AT2Gr10002219	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002235	TE	NA	NA
AT2Gr10002257	TE	NA	NA
AT2Gr10002258	TE	NA	NA
AT2Gr10002262	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002263	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002264	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002265	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002266	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002283	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002284	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002289	partial_or_no_homology	NA	NA
AT2Gr10002295	protein_tair10	Transferase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002298	TE	NA	NA
AT2Gr10002303	TE	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002325	nucl_tair10	Uncharacterized protein	Capsella rubella
AT2Gr10002329	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002334	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002343	TE	NA	NA
AT2Gr10002344	TE	NA	NA
AT2Gr10002351	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002358	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002376	TE	NA	NA
AT2Gr10002382	other_species	NA	NA
AT2Gr10002387	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002391	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002394	TE	NA	NA
AT2Gr10002402	TE	NA	NA
AT2Gr10002403	TE	NA	NA
AT2Gr10002408	protein_tair10	Nucleus	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002438	protein_tair10	DC1 domain-containing protein	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002439	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002443	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr10002451	protein_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002457	protein_tair10	Plant defense	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002465	protein_tair10	Metal-binding / Iron ion binding / Metal ion binding	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002467	nucl_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002474	partial_or_no_homology	NA	NA
AT2Gr10002478	partial_or_no_homology	NA	NA
AT2Gr10002518	TE	NA	NA
AT2Gr10002535	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002559	TE	NA	NA
AT2Gr10002565	protein_tair10	Transferase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002574	TE	NA	NA
AT2Gr10002577	partial_or_no_homology	NA	NA
AT2Gr10002578	TE	NA	NA
AT2Gr10002599	partial_or_no_homology	NA	NA
AT2Gr10002604	TE	NA	NA
AT2Gr10002630	nucl_tair10	NA	NA
AT2Gr10002633	protein_tair10	F-box	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr10002647	other_species	NA	NA
AT2Gr10002648	protein_thaliana	DNA-binding	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr10002666	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr10002673	TE	NA	NA
AT2Gr10002674	TE	NA	NA
AT2Gr10002717	protein_thaliana	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000001	other_species	Signal peptide / Secreted	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000002	TE	NA	NA
AT2Gr20000003	other_species	Other	Capsella rubella
AT2Gr20000004	nucl_tair10	Other	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000005	TE	NA	NA
AT2Gr20000013	TE	NA	NA
AT2Gr20000035	TE	NA	NA
AT2Gr20000036	TE	NA	NA
AT2Gr20000038	TE	NA	NA
AT2Gr20000042	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000043	nucl_tair10	Coiled coil	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000059	TE	NA	NA
AT2Gr20000060	TE	NA	NA
AT2Gr20000068	other_species	Membrane / Transmembrane	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000072	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000080	TE	NA	NA
AT2Gr20000084	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000085	TE	NA	NA
AT2Gr20000090	nucl_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000094	TE	NA	NA
AT2Gr20000096	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000101	TE	NA	NA
AT2Gr20000103	TE	NA	NA
AT2Gr20000104	TE	NA	NA
AT2Gr20000105	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000106	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000107	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000108	TE	NA	NA
AT2Gr20000112	nucl_tair10	NA	NA
AT2Gr20000113	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000116	protein_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000118	other_species	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000119	TE	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000125	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000127	TE	NA	NA
AT2Gr20000133	TE	NA	NA
AT2Gr20000134	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000136	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000137	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000140	TE	NA	NA
AT2Gr20000142	TE	NA	NA
AT2Gr20000143	TE	NA	NA
AT2Gr20000153	TE	DNA integration	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000154	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000169	TE	NA	NA
AT2Gr20000170	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000179	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000180	TE	NA	NA
AT2Gr20000181	TE	NA	NA
AT2Gr20000183	TE	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000184	TE	NA	NA
AT2Gr20000185	protein_tair10	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000186	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000187	TE	NA	NA
AT2Gr20000188	protein_tair10	ATP binding	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000189	TE	NA	NA
AT2Gr20000190	TE	NA	NA
AT2Gr20000201	TE	NA	NA
AT2Gr20000203	TE	NA	NA
AT2Gr20000204	TE	NA	NA
AT2Gr20000205	TE	NA	NA
AT2Gr20000208	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000210	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000211	nucl_tair10	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000214	TE	NA	NA
AT2Gr20000216	TE	NA	NA
AT2Gr20000217	TE	NA	NA
AT2Gr20000218	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000219	TE	NA	NA
AT2Gr20000221	TE	NA	NA
AT2Gr20000225	TE	NA	NA
AT2Gr20000226	TE	NA	NA
AT2Gr20000227	TE	NA	NA
AT2Gr20000229	TE	NA	NA
AT2Gr20000230	TE	NA	NA
AT2Gr20000233	protein_thaliana	Signal peptide / Secreted	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000234	TE	NA	NA
AT2Gr20000236	TE	NA	NA
AT2Gr20000237	TE	NA	NA
AT2Gr20000241	TE	NA	NA
AT2Gr20000242	TE	NA	NA
AT2Gr20000243	TE	NA	NA
AT2Gr20000244	TE	NA	NA
AT2Gr20000245	TE	NA	NA
AT2Gr20000246	TE	NA	NA
AT2Gr20000247	TE	NA	NA
AT2Gr20000248	TE	NA	NA
AT2Gr20000249	protein_tair10	F-box	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000251	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000253	partial_or_no_homology	NA	NA
AT2Gr20000254	TE	NA	NA
AT2Gr20000258	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000259	TE	NA	NA
AT2Gr20000264	TE	NA	NA
AT2Gr20000265	TE	NA	NA
AT2Gr20000266	TE	NA	NA
AT2Gr20000270	TE	NA	NA
AT2Gr20000271	TE	NA	NA
AT2Gr20000272	TE	NA	NA
AT2Gr20000273	TE	NA	NA
AT2Gr20000274	TE	NA	NA
AT2Gr20000276	TE	NA	NA
AT2Gr20000277	TE	NA	NA
AT2Gr20000278	TE	NA	NA
AT2Gr20000280	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000281	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000282	TE	NA	NA
AT2Gr20000284	TE	NA	NA
AT2Gr20000285	TE	NA	NA
AT2Gr20000287	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000294	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000297	TE	NA	NA
AT2Gr20000298	TE	NA	NA
AT2Gr20000299	other_species	DNA integration	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000300	TE	NA	NA
AT2Gr20000301	TE	NA	NA
AT2Gr20000302	TE	NA	NA
AT2Gr20000303	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000308	TE	NA	NA
AT2Gr20000309	TE	NA	NA
AT2Gr20000310	TE	NA	NA
AT2Gr20000311	TE	NA	NA
AT2Gr20000312	TE	NA	NA
AT2Gr20000313	TE	NA	NA
AT2Gr20000315	partial_or_no_homology	NA	NA
AT2Gr20000316	TE	NA	NA
AT2Gr20000317	protein_thaliana	Repeat	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000319	TE	NA	NA
AT2Gr20000321	TE	NA	NA
AT2Gr20000322	TE	NA	NA
AT2Gr20000323	TE	NA	NA
AT2Gr20000325	protein_tair10	Membrane / Transmembrane	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000326	partial_or_no_homology	NA	NA
AT2Gr20000329	TE	NA	NA
AT2Gr20000330	TE	NA	NA
AT2Gr20000331	TE	NA	NA
AT2Gr20000332	TE	NA	NA
AT2Gr20000333	TE	NA	NA
AT2Gr20000334	protein_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000335	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000337	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000340	TE	NA	NA
AT2Gr20000341	TE	NA	NA
AT2Gr20000342	nucl_tair10	Other	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000343	TE	NA	NA
AT2Gr20000344	TE	NA	NA
AT2Gr20000346	TE	NA	NA
AT2Gr20000347	TE	NA	NA
AT2Gr20000348	TE	NA	NA
AT2Gr20000349	TE	NA	NA
AT2Gr20000350	TE	NA	NA
AT2Gr20000351	TE	NA	NA
AT2Gr20000353	TE	NA	NA
AT2Gr20000354	TE	NA	NA
AT2Gr20000355	TE	NA	NA
AT2Gr20000356	TE	NA	NA
AT2Gr20000358	TE	NA	NA
AT2Gr20000363	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000367	TE	NA	NA
AT2Gr20000369	TE	NA	NA
AT2Gr20000372	TE	NA	NA
AT2Gr20000373	TE	NA	NA
AT2Gr20000374	TE	NA	NA
AT2Gr20000375	partial_or_no_homology	NA	NA
AT2Gr20000376	TE	NA	NA
AT2Gr20000377	TE	NA	NA
AT2Gr20000378	TE	NA	NA
AT2Gr20000379	TE	NA	NA
AT2Gr20000380	TE	NA	NA
AT2Gr20000381	TE	NA	NA
AT2Gr20000383	partial_or_no_homology	NA	NA
AT2Gr20000385	TE	NA	NA
AT2Gr20000387	TE	NA	NA
AT2Gr20000389	partial_or_no_homology	NA	NA
AT2Gr20000390	TE	NA	NA
AT2Gr20000391	protein_thaliana	Zinc-finger / Zinc knuckle	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000392	partial_or_no_homology	NA	NA
AT2Gr20000393	TE	NA	NA
AT2Gr20000394	TE	NA	NA
AT2Gr20000395	TE	NA	NA
AT2Gr20000400	TE	NA	NA
AT2Gr20000401	TE	NA	NA
AT2Gr20000403	TE	NA	NA
AT2Gr20000404	TE	NA	NA
AT2Gr20000405	TE	NA	NA
AT2Gr20000406	TE	NA	NA
AT2Gr20000407	TE	NA	NA
AT2Gr20000408	TE	NA	NA
AT2Gr20000409	TE	NA	NA
AT2Gr20000410	TE	NA	NA
AT2Gr20000411	TE	NA	NA
AT2Gr20000412	TE	NA	NA
AT2Gr20000413	TE	NA	NA
AT2Gr20000414	TE	NA	NA
AT2Gr20000415	TE	NA	NA
AT2Gr20000416	TE	NA	NA
AT2Gr20000417	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000418	protein_thaliana	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000420	TE	NA	NA
AT2Gr20000421	TE	NA	NA
AT2Gr20000422	TE	NA	NA
AT2Gr20000423	TE	NA	NA
AT2Gr20000424	protein_tair10	Zinc-finger / Zinc knuckle	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000426	TE	NA	NA
AT2Gr20000427	TE	NA	NA
AT2Gr20000428	TE	NA	NA
AT2Gr20000429	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000430	nucl_tair10	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000432	TE	NA	NA
AT2Gr20000433	TE	NA	NA
AT2Gr20000434	TE	NA	NA
AT2Gr20000435	TE	NA	NA
AT2Gr20000436	TE	NA	NA
AT2Gr20000437	TE	NA	NA
AT2Gr20000438	TE	NA	NA
AT2Gr20000439	TE	NA	NA
AT2Gr20000440	TE	NA	NA
AT2Gr20000441	TE	NA	NA
AT2Gr20000442	TE	NA	NA
AT2Gr20000443	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000444	TE	NA	NA
AT2Gr20000446	TE	NA	NA
AT2Gr20000447	TE	NA	NA
AT2Gr20000448	TE	NA	NA
AT2Gr20000449	TE	NA	NA
AT2Gr20000450	TE	NA	NA
AT2Gr20000451	TE	NA	NA
AT2Gr20000452	TE	NA	NA
AT2Gr20000453	TE	NA	NA
AT2Gr20000455	TE	NA	NA
AT2Gr20000456	TE	NA	NA
AT2Gr20000457	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000458	TE	NA	NA
AT2Gr20000459	TE	NA	NA
AT2Gr20000460	TE	NA	NA
AT2Gr20000461	TE	NA	NA
AT2Gr20000462	TE	NA	NA
AT2Gr20000463	TE	NA	NA
AT2Gr20000464	TE	NA	NA
AT2Gr20000465	TE	NA	NA
AT2Gr20000466	TE	NA	NA
AT2Gr20000467	TE	NA	NA
AT2Gr20000468	TE	NA	NA
AT2Gr20000469	TE	NA	NA
AT2Gr20000470	TE	NA	NA
AT2Gr20000471	TE	NA	NA
AT2Gr20000472	TE	NA	NA
AT2Gr20000473	TE	NA	NA
AT2Gr20000474	TE	NA	NA
AT2Gr20000475	TE	NA	NA
AT2Gr20000476	protein_thaliana	DNA-binding	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000478	TE	NA	NA
AT2Gr20000479	TE	NA	NA
AT2Gr20000484	TE	NA	NA
AT2Gr20000485	TE	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000486	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000487	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000488	partial_or_no_homology	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000490	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000495	other_species	Ribonuclease	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000497	TE	NA	NA
AT2Gr20000498	TE	NA	NA
AT2Gr20000499	TE	NA	NA
AT2Gr20000500	TE	NA	NA
AT2Gr20000501	TE	NA	NA
AT2Gr20000502	TE	NA	NA
AT2Gr20000503	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000504	TE	NA	NA
AT2Gr20000505	TE	NA	NA
AT2Gr20000506	TE	NA	NA
AT2Gr20000507	TE	NA	NA
AT2Gr20000508	TE	NA	NA
AT2Gr20000509	TE	NA	NA
AT2Gr20000510	TE	NA	NA
AT2Gr20000511	TE	NA	NA
AT2Gr20000512	TE	NA	NA
AT2Gr20000513	TE	NA	NA
AT2Gr20000514	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000515	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000516	TE-like	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000517	TE	TE / Transposon / Transposase / DNA transposition	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT2Gr20000518	TE-like	TE / Transposon / Transposase / DNA transposition	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)
AT2Gr20000519	TE	NA	NA
AT2Gr20000520	TE	NA	NA
AT2Gr20000521	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000522	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000523	TE-like	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000524	TE	NA	NA
AT2Gr20000525	TE	NA	NA
AT2Gr20000526	TE-like	Reverse transcriptase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000527	TE	NA	NA
AT2Gr20000528	partial_or_no_homology	NA	NA
AT2Gr20000529	TE	NA	NA
AT2Gr20000530	TE	NA	NA
AT2Gr20000531	TE	NA	NA
AT2Gr20000532	TE	NA	NA
AT2Gr20000534	TE	NA	NA
AT2Gr20000535	TE	NA	NA
AT2Gr20000536	TE	NA	NA
AT2Gr20000537	protein_thaliana	Other	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000539	TE	NA	NA
AT2Gr20000540	TE	NA	NA
AT2Gr20000541	TE	NA	NA
AT2Gr20000542	TE	NA	NA
AT2Gr20000543	TE	NA	NA
AT2Gr20000544	TE	NA	NA
AT2Gr20000546	TE	NA	NA
AT2Gr20000547	TE	NA	NA
AT2Gr20000549	nucl_tair10	Zinc-finger / Zinc knuckle	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000550	TE	NA	NA
AT2Gr20000551	TE	NA	NA
AT2Gr20000552	TE	NA	NA
AT2Gr20000553	partial_or_no_homology	NA	NA
AT2Gr20000554	TE	NA	NA
AT2Gr20000555	TE	NA	NA
AT2Gr20000557	TE	NA	NA
AT2Gr20000558	TE	NA	NA
AT2Gr20000559	TE	NA	NA
AT2Gr20000560	TE	NA	NA
AT2Gr20000561	TE-like	Proteases / Peptidase	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000562	TE	NA	NA
AT2Gr20000563	protein_thaliana	Carbohydrate metabolic process / Carbohydrate binding	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000564	protein_thaliana	Membrane / Transmembrane	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000565	TE	NA	NA
AT2Gr20000566	TE	NA	NA
AT2Gr20000567	protein_tair10	Transcription factor	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000568	TE	NA	NA
AT2Gr20000569	protein_tair10	Transcription factor	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)
AT2Gr20000571	TE	Reverse transcriptase	Arabidopsis thaliana x Arabidopsis arenosa
AT2Gr20000573	TE	NA	NA
AT2Gr20000574	protein_thaliana	Uncharacterized protein	Arabidopsis thaliana (Mouse-ear cress)
AT2Gr20000575	TE	NA	NA
AT2Gr20000576	TE	NA	NA
AT2Gr20000577	TE	NA	NA
AT2Gr20000578	TE	NA	NA
AT2Gr20000579	TE	NA	NA
AT2Gr20000580	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000581	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000582	TE	NA	NA
AT2Gr20000583	TE	Reverse transcriptase	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000585	TE	NA	NA
AT2Gr20000586	TE	NA	NA
AT2Gr20000587	TE	NA	NA
AT2Gr20000588	TE	NA	NA
AT2Gr20000589	TE	NA	NA
AT2Gr20000590	TE	NA	NA
AT2Gr20000591	TE	NA	NA
AT2Gr20000592	TE	NA	NA
AT2Gr20000593	TE	NA	NA
AT2Gr20000596	TE	DNA integration	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)
AT2Gr20000597	TE	NA	NA
AT2Gr20000600	TE	NA	NA
