group	V1	V2	V3	V4	V5	V6	V7	V8	V9	tair.only	len	simgr	dup	te	have.tair	not.detect	chr	cnv	is.te	category	annot	go	sv	in.sv	genes.tes$V9	Ar11_id	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed	N_acc_where_readspresent
AT1Gr10002178	PanGen_Chr_1	Consensus	gene	21745395	21749957	.	+	.	ID=AT1Gr10002178	0	4563		FALSE	0.7	0	0	1	0	TRUE	new_genes	TE	NA	3549	0.777777777777778	ID=AT1Gr10002178	NA	TRUE	FALSE	TRUE	FALSE	FALSE	5	15
AT1Gr10002179	PanGen_Chr_1	Consensus	gene	21754628	21758157	.	+	.	ID=AT1Gr10002179	0	3530		FALSE	0.5	0	0	1	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	3530	1	ID=AT1Gr10002179	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	6
AT1Gr10002180	PanGen_Chr_1	Consensus	gene	21794066	21794509	.	+	.	ID=AT1Gr10002180	0	444		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	444	1	ID=AT1Gr10002180	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002181	PanGen_Chr_1	Consensus	gene	21798556	21800761	.	+	.	ID=AT1Gr10002181	0	2206		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	226	0.102447869446963	ID=AT1Gr10002181	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	11
AT1Gr10002183	PanGen_Chr_1	Consensus	gene	21826340	21827331	.	+	.	ID=AT1Gr10002183	0	992		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	992	1	ID=AT1Gr10002183	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002186	PanGen_Chr_1	Consensus	gene	21866654	21867197	.	+	.	ID=AT1Gr10002186	0	544		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	544	1	ID=AT1Gr10002186	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	2
AT1Gr10002187	PanGen_Chr_1	Consensus	gene	21874356	21875435	.	+	.	ID=AT1Gr10002187	0	1080		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Other	1080	1	ID=AT1Gr10002187	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002188	PanGen_Chr_1	Consensus	gene	21879363	21881734	.	+	.	ID=AT1Gr10002188	0	2372		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	2372	1	ID=AT1Gr10002188	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3
AT1Gr10002189	PanGen_Chr_1	Consensus	gene	21885445	21887561	.	+	.	ID=AT1Gr10002189	0	2117		FALSE	0.2	0	0	1	1	FALSE	new_genes	TE-like	Reverse transcriptase	2117	1	ID=AT1Gr10002189	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	16
AT1Gr10002190	PanGen_Chr_1	Consensus	gene	21908830	21910185	.	+	.	ID=AT1Gr10002190	0	1356		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1356	1	ID=AT1Gr10002190	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002191	PanGen_Chr_1	Consensus	gene	21912272	21921165	.	+	.	ID=AT1Gr10002191	0	8894		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	8894	1	ID=AT1Gr10002191	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002193	PanGen_Chr_1	Consensus	gene	21932524	21935075	.	+	.	ID=AT1Gr10002193	0	2552		FALSE	1	0	0	1	1	TRUE	new_genes	TE	TE / Transposon / Transposase / DNA transposition	2516	0.9858934169279	ID=AT1Gr10002193	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	2
AT1Gr10002194	PanGen_Chr_1	Consensus	gene	21944455	21944750	.	+	.	ID=AT1Gr10002194	0	296		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	296	1	ID=AT1Gr10002194	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002195	PanGen_Chr_1	Consensus	gene	21970833	21972389	.	+	.	ID=AT1Gr10002195	0	1557		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1557	1	ID=AT1Gr10002195	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002197	PanGen_Chr_1	Consensus	gene	22010624	22016385	.	+	.	ID=AT1Gr10002197	0	5762		FALSE	1	0	0	1	0	TRUE	new_genes	TE	Reverse transcriptase	5762	1	ID=AT1Gr10002197	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002200	PanGen_Chr_1	Consensus	gene	22130844	22134900	.	+	.	ID=AT1Gr10002200	0	4057		TRUE	0.8	0	0	1	1	TRUE	new_genes	TE	NA	4057	1	ID=AT1Gr10002200	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	3
AT1Gr10002201	PanGen_Chr_1	Consensus	gene	22138381	22143343	.	+	.	ID=AT1Gr10002201	0	4963		FALSE	0.3	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	4436	0.893814225266976	ID=AT1Gr10002201	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	26
AT1Gr10002203	PanGen_Chr_1	Consensus	gene	22216649	22219063	.	+	.	ID=AT1Gr10002203	0	2415		FALSE	0.7	0	0	1	1	TRUE	new_genes	TE	NA	2415	1	ID=AT1Gr10002203	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	4
AT1Gr10002205	PanGen_Chr_1	Consensus	gene	22231688	22232576	.	+	.	ID=AT1Gr10002205	0	889		FALSE	0.1	0	0	1	1	FALSE	new_genes	TE-like	Reverse transcriptase	889	1	ID=AT1Gr10002205	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002207	PanGen_Chr_1	Consensus	gene	22292910	22293128	.	+	.	ID=AT1Gr10002207	0	219		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	219	1	ID=AT1Gr10002207	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2
AT1Gr10002209	PanGen_Chr_1	Consensus	gene	22330418	22334565	.	+	.	ID=AT1Gr10002209	0	4148		FALSE	0.4	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	3562	0.858727097396336	ID=AT1Gr10002209	NA	FALSE	FALSE	FALSE	FALSE	FALSE	3	10
AT1Gr10002215	PanGen_Chr_1	Consensus	gene	22403368	22403875	.	+	.	ID=AT1Gr10002215	0	508		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	508	1	ID=AT1Gr10002215	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002219	PanGen_Chr_1	Consensus	gene	22429405	22432381	.	+	.	ID=AT1Gr10002219	0	2977		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2977	1	ID=AT1Gr10002219	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	4
AT1Gr10002224	PanGen_Chr_1	Consensus	gene	22492002	22495588	.	+	.	ID=AT1Gr10002224	0	3587		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	3587	1	ID=AT1Gr10002224	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002225	PanGen_Chr_1	Consensus	gene	22496352	22496837	.	+	.	ID=AT1Gr10002225	0	486		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	486	1	ID=AT1Gr10002225	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002227	PanGen_Chr_1	Consensus	gene	22538878	22539250	.	+	.	ID=AT1Gr10002227	0	373		FALSE	0	0	0	1	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	373	1	ID=AT1Gr10002227	NA	FALSE	FALSE	FALSE	FALSE	TRUE	3	3
AT1Gr10002228	PanGen_Chr_1	Consensus	gene	22540713	22543990	.	+	.	ID=AT1Gr10002228	0	3278		FALSE	1	0	0	1	0	TRUE	new_genes	TE	TE / Transposon / Transposase / DNA transposition	3278	1	ID=AT1Gr10002228	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	3
AT1Gr10002233	PanGen_Chr_1	Consensus	gene	22572135	22573067	.	+	.	ID=AT1Gr10002233	0	933		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	F-box	933	1	ID=AT1Gr10002233	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002236	PanGen_Chr_1	Consensus	gene	22635735	22636680	.	+	.	ID=AT1Gr10002236	0	946		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	946	1	ID=AT1Gr10002236	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002239	PanGen_Chr_1	Consensus	gene	22677889	22678723	.	+	.	ID=AT1Gr10002239	0	835		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	835	1	ID=AT1Gr10002239	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	21
AT1Gr10002241	PanGen_Chr_1	Consensus	gene	22726557	22730360	.	+	.	ID=AT1Gr10002241	0	3804		TRUE	0.5	0	0	1	1	TRUE	new_genes	TE	Zinc-finger / Zinc knuckle	3804	1	ID=AT1Gr10002241	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002242	PanGen_Chr_1	Consensus	gene	22739112	22740809	.	+	.	ID=AT1Gr10002242	0	1698		TRUE	1	0	0	1	0	TRUE	new_genes	TE	Zinc-finger / Zinc knuckle	1698	1	ID=AT1Gr10002242	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	2
AT1Gr10002243	PanGen_Chr_1	Consensus	gene	22740852	22744917	.	+	.	ID=AT1Gr10002243	0	4066		FALSE	0	0	0	1	1	FALSE	new_genes	TE-like	Reverse transcriptase	3600	0.88539104771274	ID=AT1Gr10002243	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	4
AT1Gr10002249	PanGen_Chr_1	Consensus	gene	22838245	22841205	.	+	.	ID=AT1Gr10002249	0	2961		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2961	1	ID=AT1Gr10002249	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002250	PanGen_Chr_1	Consensus	gene	22848006	22851756	.	+	.	ID=AT1Gr10002250	0	3751		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	3751	1	ID=AT1Gr10002250	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002257	PanGen_Chr_1	Consensus	gene	22970026	22974552	.	+	.	ID=AT1Gr10002257	0	4527		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	3022	0.667550254031367	ID=AT1Gr10002257	NA	TRUE	FALSE	TRUE	FALSE	FALSE	9	21
AT1Gr10002258	PanGen_Chr_1	Consensus	gene	22994663	22998647	.	+	.	ID=AT1Gr10002258	0	3985		FALSE	0.4	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	3403	0.853952321204517	ID=AT1Gr10002258	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002260	PanGen_Chr_1	Consensus	gene	23031337	23035645	.	+	.	ID=AT1Gr10002260	0	4309		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	4309	1	ID=AT1Gr10002260	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002265	PanGen_Chr_1	Consensus	gene	23151478	23153440	.	+	.	ID=AT1Gr10002265	0	1963		FALSE	0.4	0	0	1	0	FALSE	new_genes	TE-like	NA	1579	0.804381049414162	ID=AT1Gr10002265	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002274	PanGen_Chr_1	Consensus	gene	23209347	23209869	.	+	.	ID=AT1Gr10002274	0	523		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	229	0.437858508604206	ID=AT1Gr10002274	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	2
AT1Gr10002275	PanGen_Chr_1	Consensus	gene	23212073	23215028	.	+	.	ID=AT1Gr10002275	0	2956		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Membrane / Transmembrane	85	0.0287550744248985	ID=AT1Gr10002275	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT1Gr10002276	PanGen_Chr_1	Consensus	gene	23225743	23226722	.	+	.	ID=AT1Gr10002276	0	980		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	297	0.303061224489796	ID=AT1Gr10002276	NA	FALSE	FALSE	TRUE	FALSE	FALSE	10	22
AT1Gr10002279	PanGen_Chr_1	Consensus	gene	23261703	23266099	.	+	.	ID=AT1Gr10002279	0	4397		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	2754	0.626336138276097	ID=AT1Gr10002279	NA	FALSE	FALSE	FALSE	FALSE	FALSE	4	8
AT1Gr10002280	PanGen_Chr_1	Consensus	gene	23275603	23278620	.	+	.	ID=AT1Gr10002280	0	3018		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	3018	1	ID=AT1Gr10002280	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002281	PanGen_Chr_1	Consensus	gene	23281691	23285847	.	+	.	ID=AT1Gr10002281	0	4157		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4157	1	ID=AT1Gr10002281	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	2
AT1Gr10002285	PanGen_Chr_1	Consensus	gene	23333766	23333936	.	+	.	ID=AT1Gr10002285	0	171		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	0	0	ID=AT1Gr10002285	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT1Gr10002286	PanGen_Chr_1	Consensus	gene	23337320	23337490	.	+	.	ID=AT1Gr10002286	0	171		FALSE	0	0	0	1	0	FALSE	new_genes	other_species	Uncharacterized protein	0	0	ID=AT1Gr10002286	NA	TRUE	FALSE	TRUE	FALSE	FALSE	24	25
AT1Gr10002288	PanGen_Chr_1	Consensus	gene	23345591	23357974	.	+	.	ID=AT1Gr10002288	0	12384		FALSE	0.5	0	0	1	0	TRUE	new_genes	TE	NA	10980	0.886627906976744	ID=AT1Gr10002288	NA	FALSE	FALSE	TRUE	FALSE	FALSE	4	21
AT1Gr10002292	PanGen_Chr_1	Consensus	gene	23413699	23417683	.	+	.	ID=AT1Gr10002292	0	3985		FALSE	0.4	0	0	1	1	FALSE	new_genes	protein_tair10	Uncharacterized protein	3985	1	ID=AT1Gr10002292	NA	FALSE	FALSE	FALSE	FALSE	TRUE	13	13
AT1Gr10002294	PanGen_Chr_1	Consensus	gene	23432082	23436858	.	+	.	ID=AT1Gr10002294	0	4777		FALSE	0.8	0	0	1	0	TRUE	new_genes	TE	NA	673	0.140883399623194	ID=AT1Gr10002294	NA	TRUE	FALSE	TRUE	FALSE	FALSE	2	5
AT1Gr10002297	PanGen_Chr_1	Consensus	gene	23457899	23459014	.	+	.	ID=AT1Gr10002297	0	1116		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	1116	1	ID=AT1Gr10002297	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002303	PanGen_Chr_1	Consensus	gene	23556521	23558294	.	+	.	ID=AT1Gr10002303	0	1774		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	1774	1	ID=AT1Gr10002303	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	4
AT1Gr10002304	PanGen_Chr_1	Consensus	gene	23574382	23578755	.	+	.	ID=AT1Gr10002304	0	4374		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	4374	1	ID=AT1Gr10002304	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	6
AT1Gr10002310	PanGen_Chr_1	Consensus	gene	23651242	23653558	.	+	.	ID=AT1Gr10002310	0	2317		FALSE	0	0	0	1	1	FALSE	new_genes	partial_or_no_homology	NA	2317	1	ID=AT1Gr10002310	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	24
AT1Gr10002311	PanGen_Chr_1	Consensus	gene	23655371	23662820	.	+	.	ID=AT1Gr10002311	0	7450		FALSE	0	0	0	1	0	FALSE	new_genes	partial_or_no_homology	NA	6566	0.881342281879195	ID=AT1Gr10002311	NA	TRUE	FALSE	TRUE	FALSE	FALSE	19	27
AT1Gr10002314	PanGen_Chr_1	Consensus	gene	23674707	23675185	.	+	.	ID=AT1Gr10002314	0	479		FALSE	0.9	0	0	1	0	TRUE	new_genes	TE	NA	479	1	ID=AT1Gr10002314	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002317	PanGen_Chr_1	Consensus	gene	23690424	23692164	.	+	.	ID=AT1Gr10002317	0	1741		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	1741	1	ID=AT1Gr10002317	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT1Gr10002319	PanGen_Chr_1	Consensus	gene	23708031	23708332	.	+	.	ID=AT1Gr10002319	0	302		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	302	1	ID=AT1Gr10002319	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	1
AT1Gr10002321	PanGen_Chr_1	Consensus	gene	23729688	23732596	.	+	.	ID=AT1Gr10002321	0	2909		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2909	1	ID=AT1Gr10002321	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	3
AT1Gr10002323	PanGen_Chr_1	Consensus	gene	23753439	23753645	.	+	.	ID=AT1Gr10002323	0	207		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Leucine-rich repeat	16	0.0772946859903382	ID=AT1Gr10002323	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT1Gr10002340	PanGen_Chr_1	Consensus	gene	23987841	23990827	.	+	.	ID=AT1Gr10002340	0	2987		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	NA	2987	1	ID=AT1Gr10002340	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002342	PanGen_Chr_1	Consensus	gene	24008945	24011149	.	+	.	ID=AT1Gr10002342	0	2205		TRUE	0.7	0	0	1	1	TRUE	new_genes	TE	NA	2205	1	ID=AT1Gr10002342	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002343	PanGen_Chr_1	Consensus	gene	24015993	24020333	.	+	.	ID=AT1Gr10002343	0	4341		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4341	1	ID=AT1Gr10002343	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002345	PanGen_Chr_1	Consensus	gene	24072476	24072997	.	+	.	ID=AT1Gr10002345	0	522		FALSE	1	0	0	1	0	TRUE	new_genes	TE	NA	522	1	ID=AT1Gr10002345	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT1Gr10002348	PanGen_Chr_1	Consensus	gene	24097671	24102725	.	+	.	ID=AT1Gr10002348	0	5055		TRUE	1	0	0	1	0	TRUE	new_genes	TE	NA	5055	1	ID=AT1Gr10002348	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002350	PanGen_Chr_1	Consensus	gene	24111309	24113136	.	+	.	ID=AT1Gr10002350	0	1828		FALSE	0.1	0	0	1	0	FALSE	new_genes	protein_thaliana	F-box	1009	0.551969365426696	ID=AT1Gr10002350	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	5
AT1Gr10002365	PanGen_Chr_1	Consensus	gene	24250813	24252070	.	+	.	ID=AT1Gr10002365	0	1258		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	F-box	398	0.31637519872814	ID=AT1Gr10002365	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	14
AT1Gr10002369	PanGen_Chr_1	Consensus	gene	24332917	24344167	.	+	.	ID=AT1Gr10002369	0	11251		TRUE	0.6	0	0	1	0	TRUE	new_genes	TE	DUF1204 domain-containing protein	11251	1	ID=AT1Gr10002369	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002381	PanGen_Chr_1	Consensus	gene	24462840	24468198	.	+	.	ID=AT1Gr10002381	0	5359		FALSE	0.5	0	0	1	1	TRUE	new_genes	TE	NA	5359	1	ID=AT1Gr10002381	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002385	PanGen_Chr_1	Consensus	gene	24489306	24489997	.	+	.	ID=AT1Gr10002385	0	692		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	692	1	ID=AT1Gr10002385	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002389	PanGen_Chr_1	Consensus	gene	24520080	24522286	.	+	.	ID=AT1Gr10002389	0	2207		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	2207	1	ID=AT1Gr10002389	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002391	PanGen_Chr_1	Consensus	gene	24570338	24570958	.	+	.	ID=AT1Gr10002391	0	621		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	621	1	ID=AT1Gr10002391	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	1
AT1Gr10002412	PanGen_Chr_1	Consensus	gene	24769975	24770968	.	+	.	ID=AT1Gr10002412	0	994		TRUE	0	0	0	1	1	FALSE	new_genes	TE-like	Reverse transcriptase	955	0.960764587525151	ID=AT1Gr10002412	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	3
AT1Gr10002420	PanGen_Chr_1	Consensus	gene	24834593	24835483	.	+	.	ID=AT1Gr10002420	0	891		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	891	1	ID=AT1Gr10002420	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	2
AT1Gr10002425	PanGen_Chr_1	Consensus	gene	24888528	24890040	.	+	.	ID=AT1Gr10002425	0	1513		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Zinc-finger / Zinc knuckle	1472	0.972901520158625	ID=AT1Gr10002425	NA	FALSE	FALSE	TRUE	FALSE	FALSE	5	7
AT1Gr10002432	PanGen_Chr_1	Consensus	gene	25015509	25016027	.	+	.	ID=AT1Gr10002432	0	519		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	515	0.992292870905588	ID=AT1Gr10002432	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	5
AT1Gr10002439	PanGen_Chr_1	Consensus	gene	25065751	25066288	.	+	.	ID=AT1Gr10002439	0	538		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	538	1	ID=AT1Gr10002439	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002442	PanGen_Chr_1	Consensus	gene	25081055	25082173	.	+	.	ID=AT1Gr10002442	0	1119		FALSE	0	0	0	1	0	FALSE	new_genes	protein_thaliana	Zinc-finger / Zinc knuckle	1119	1	ID=AT1Gr10002442	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT1Gr10002444	PanGen_Chr_1	Consensus	gene	25086581	25087552	.	+	.	ID=AT1Gr10002444	0	972		FALSE	0	0	0	1	0	FALSE	new_genes	other_species	Transferase	63	0.0648148148148148	ID=AT1Gr10002444	NA	TRUE	FALSE	TRUE	FALSE	FALSE	27	27
AT1Gr10002451	PanGen_Chr_1	Consensus	gene	25155412	25159887	.	+	.	ID=AT1Gr10002451	0	4476		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	Nucleic acid binding	2272	0.507596067917784	ID=AT1Gr10002451	NA	TRUE	FALSE	TRUE	FALSE	FALSE	22	27
AT1Gr10002454	PanGen_Chr_1	Consensus	gene	25202756	25203447	.	+	.	ID=AT1Gr10002454	0	692		TRUE	0.9	0	0	1	1	TRUE	new_genes	TE	NA	692	1	ID=AT1Gr10002454	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002458	PanGen_Chr_1	Consensus	gene	25254830	25260101	.	+	.	ID=AT1Gr10002458	0	5272		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	5272	1	ID=AT1Gr10002458	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT1Gr10002461	PanGen_Chr_1	Consensus	gene	25278721	25280552	.	+	.	ID=AT1Gr10002461	0	1832		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1832	1	ID=AT1Gr10002461	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002462	PanGen_Chr_1	Consensus	gene	25289936	25296505	.	+	.	ID=AT1Gr10002462	0	6570		FALSE	0.7	0	0	1	1	TRUE	new_genes	TE	Reverse transcriptase	6570	1	ID=AT1Gr10002462	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT1Gr10002472	PanGen_Chr_1	Consensus	gene	25364985	25366881	.	+	.	ID=AT1Gr10002472	0	1897		FALSE	0	0	0	1	0	FALSE	new_genes	protein_tair10	Membrane / Transmembrane	1299	0.684765419082762	ID=AT1Gr10002472	NA	FALSE	FALSE	TRUE	FALSE	FALSE	12	27
AT1Gr10002478	PanGen_Chr_1	Consensus	gene	25442339	25443216	.	+	.	ID=AT1Gr10002478	0	878		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	878	1	ID=AT1Gr10002478	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT1Gr10002480	PanGen_Chr_1	Consensus	gene	25453519	25455682	.	+	.	ID=AT1Gr10002480	0	2164		FALSE	0	0	0	1	0	FALSE	new_genes	TE-like	Reverse transcriptase	2164	1	ID=AT1Gr10002480	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT1Gr10002485	PanGen_Chr_1	Consensus	gene	25500302	25505515	.	+	.	ID=AT1Gr10002485	0	5214		TRUE	1	0	0	1	1	TRUE	new_genes	TE	NA	4805	0.921557345607979	ID=AT1Gr10002485	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT1Gr10002487	PanGen_Chr_1	Consensus	gene	25523760	25526017	.	+	.	ID=AT1Gr10002487	0	2258		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	2258	1	ID=AT1Gr10002487	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	14
AT1Gr10002488	PanGen_Chr_1	Consensus	gene	25526213	25527836	.	+	.	ID=AT1Gr10002488	0	1624		FALSE	1	0	0	1	1	TRUE	new_genes	TE	NA	1624	1	ID=AT1Gr10002488	NA	TRUE	FALSE	TRUE	FALSE	FALSE	14	14
AT1Gr10002516	PanGen_Chr_1	Consensus	gene	25822278	25823252	.	+	.	ID=AT1Gr10002516	0	975		TRUE	0	0	0	1	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	975	1	ID=AT1Gr10002516	NA	FALSE	FALSE	FALSE	FALSE	TRUE	12	13
AT1Gr10002518	PanGen_Chr_1	Consensus	gene	25869156	25870775	.	+	.	ID=AT1Gr10002518	0	1620		TRUE	0	0	0	1	0	FALSE	new_genes	nucl_tair10	Other	1620	1	ID=AT1Gr10002518	NA	FALSE	FALSE	FALSE	FALSE	TRUE	6	8
AT1Gr10002520	PanGen_Chr_1	Consensus	gene	25880431	25882547	.	+	.	ID=AT1Gr10002520	0	2117		TRUE	0.2	0	0	1	1	FALSE	new_genes	nucl_tair10	Coiled coil	2117	1	ID=AT1Gr10002520	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
